CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01;Caixa Líquido Atividades Operacionais;18011.0000000000;S
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01;Caixa Líquido Atividades Operacionais;116529.0000000000;S
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01.01;Recebimento de Consumidores;3745401.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01.01;Recebimento de Consumidores;4191245.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01.02;Fornecedores - Materiais e Serviços;-180837.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01.02;Fornecedores - Materiais e Serviços;-179928.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01.03;Fornecedores - Energia Elétrica;-1661909.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01.03;Fornecedores - Energia Elétrica;-2080173.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01.04;Contribuição de Iluminação Pública;-273882.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01.04;Contribuição de Iluminação Pública;-183325.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01.05;Salários e Encargos Sociais;-343739.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01.05;Salários e Encargos Sociais;-263230.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01.06;Rendimento de Aplicações Financeiras;7235.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01.06;Rendimento de Aplicações Financeiras;5940.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;6.01.07;Pagamentos de Encargos da Dívida;-54284.0000000000;N
00.070.698/0001-11;2018-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;6.01.07;Pagamentos de Encargos da Dívida;-50191.0000000000;N
