CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01;Caixa Líquido Atividades Operacionais;-1514.0000000000;S
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01;Caixa Líquido Atividades Operacionais;38832.0000000000;S
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.01;Recebimentos de Consumidores;23391.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.01;Recebimentos de Consumidores;51907.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.02;Fornecedores - Materiais e Serviços;-58266.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.02;Fornecedores - Materiais e Serviços;-28880.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.03;Fornecedores - Energia Elétrica;0.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.03;Fornecedores - Energia Elétrica;0.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.04;Contribuição de Iluminação Pública;0.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.04;Contribuição de Iluminação Pública;0.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.05;Salários e Encargos Sociais;-8938.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.05;Salários e Encargos Sociais;-10501.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.06;Rendimento de Aplicações Financeiras;689.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.06;Rendimento de Aplicações Financeiras;861.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.07;Pagametos de Encargos da Dívida;0.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.07;Pagametos de Encargos da Dívida;0.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2014-01-01;2014-12-31;6.01.08;Dividendos e Juros sobre Capital Próprio Recebidos;46772.0000000000;N
00.070.698/0001-11;2015-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2015-01-01;2015-12-31;6.01.08;Dividendos e Juros sobre Capital Próprio Recebidos;22444.0000000000;N
