CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2016-01-01;2016-12-31;6.01;Caixa Líquido Atividades Operacionais;48983.0000000000;S
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2017-01-01;2017-12-31;6.01;Caixa Líquido Atividades Operacionais;111792.0000000000;S
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2016-01-01;2016-12-31;6.01.01;Recebimentos de Consumidores;35423.0000000000;N
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2017-01-01;2017-12-31;6.01.01;Recebimentos de Consumidores;95408.0000000000;N
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2016-01-01;2016-12-31;6.01.02;Fornecedores - Materiais e Serviços;-28171.0000000000;N
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2017-01-01;2017-12-31;6.01.02;Fornecedores - Materiais e Serviços;-27510.0000000000;N
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2016-01-01;2016-12-31;6.01.03;Fornecedores - Energia Elétrica;0.0000000000;N
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2017-01-01;2017-12-31;6.01.03;Fornecedores - Energia Elétrica;0.0000000000;N
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2016-01-01;2016-12-31;6.01.04;Contribuição de Iluminação Pública;0.0000000000;N
00.070.698/0001-11;2017-12-31;1;CIA ENERGETICA DE BRASILIA;014451;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2017-01-01;2017-12-31;6.01.04;Contribuição de Iluminação Pública;0.0000000000;N
